text,label,cleaned_text
Very Fun Very fun Very Fun,1,very fun very fun very fun
this game is ass. 10/10,0,this game is ass. 1010
"amazing game, amazing anti cheat",1,amazing game amazing anti cheat
best fps game ever ♥♥♥♥ yeah,1,best fps game ever  yeah
"Racists, Pedos, ♥♥♥♥♥♥♥ are all of this game's commnities, and gambling addicts. 10/10 game, but i wiont reccommend it to others",0,racists pedos  are all of this game's commnities and gambling addicts. 1010 game but i wiont reccommend it to others
what a amazing game!,1,what a amazing game!
More cheater than valorant,0,more cheater than valorant
"this game is one of my most played games on steam and it is one of the worst ♥♥♥♥♥♥♥ games ever made. if i ever to choose between watching asmongold, rakai, and clavicular over playing this game, id ignore that entire question and use my own free will to circumcise my tiny penis while being forced to tussel with john wick in a tongue war. or better yet, id feed my teammates dogs firecrackers and piss on their dead body because they're just about as better off when they're dead and not in my lobbies with the most retarded gamesense ever. i could queue up with hellen keller ONE TIME and she would've did better than my teammates if they all had the best hacks you can afford out there. additionally, you get people in the same game at the same time at the same server that you are playing on on the other team that have the equal communication and teamwork skills of Astralis with also the same experience as winning the boston 2018 major final and the katowice 2015 final, and they might as well just be level 10 faceit and 30,000+ in premier. you can take all of that into factor and put those pack of pitbulls into a game with my teammates being the most ignorant and least intelligent babies alive and watch them get ripped to shreds. rhetorically, youd think they'd be able to hear the pitbulls coming but they can't even ♥♥♥♥♥♥♥ hear in the first place because instead of investing in a headset for a game like counterstrike (COMPETITIVE MODE BTW, THEY CLICK ON A GAMEMODE CALLED COMPETITIVE AND PLAY IT) they play on a ♥♥♥♥♥♥♥ tv speaker with their baby crying in the background. the reason that im hardstuck silver 1 is because of the radically malnourished bone marrow precum teammates that i get. if valve could pair me with better teammates then maybe this game would be enjoyable. ♥♥♥♥ cs2",0,this game is one of my most played games on steam and it is one of the worst  games ever made. if i ever to choose between watching asmongold rakai and clavicular over playing this game id ignore that entire question and use my own free will to circumcise my tiny penis while being forced to tussel with john wick in a tongue war. or better yet id feed my teammates dogs firecrackers and piss on their dead body because they're just about as better off when they're dead and not in my lobbies with the most retarded gamesense ever. i could queue up with hellen keller one time and she would've did better than my teammates if they all had the best hacks you can afford out there. additionally you get people in the same game at the same time at the same server that you are playing on on the other team that have the equal communication and teamwork skills of astralis with also the same experience as winning the boston 2018 major final and the katowice 2015 final and they might as well just be level 10 faceit and 30000 in premier. you can take all of that into factor and put those pack of pitbulls into a game with my teammates being the most ignorant and least intelligent babies alive and watch them get ripped to shreds. rhetorically youd think they'd be able to hear the pitbulls coming but they can't even  hear in the first place because instead of investing in a headset for a game like counterstrike competitive mode btw they click on a gamemode called competitive and play it they play on a  tv speaker with their baby crying in the background. the reason that im hardstuck silver 1 is because of the radically malnourished bone marrow precum teammates that i get. if valve could pair me with better teammates then maybe this game would be enjoyable.  cs2
"If i had a dollar for each time someone screamed at me in another language, i'd still have no money because i spent it all on skins",1,if i had a dollar for each time someone screamed at me in another language i'd still have no money because i spent it all on skins
alot of cheaters even with prime,0,alot of cheaters even with prime
team killing is fun,1,team killing is fun
"Volvo fix your game, ♥♥♥♥ you Gaben <3",0,volvo fix your game  you gaben 3
I tried playing matchmaking and was the only player not cheating. Every round ended in seconds because people were wallbanging through walls with revolvers and bunny hopping non-stop. This game is completely ruined by cheaters.,0,i tried playing matchmaking and was the only player not cheating. every round ended in seconds because people were wallbanging through walls with revolvers and bunny hopping nonstop. this game is completely ruined by cheaters.
She wanna kiss me thru my phone gurl. She wanna talk but I'm in my zone gurlll. I'm smokn' that strong. We kiss through the phone. Smashin' to my songs.,1,she wanna kiss me thru my phone gurl. she wanna talk but i'm in my zone gurlll. i'm smokn' that strong. we kiss through the phone. smashin' to my songs.
